1	0.3142369122
2	0.1609007636
3	0.1216733923
4	0.0851113532
5	0.0709176091
6	0.0557576454
7	0.0480753632
8	0.0401651901
9	0.0353015367
10	0.0305605492
11	0.0272315097
12	0.0241140951
13	0.0217230831
14	0.0195358407
15	0.0177573284
16	0.0161490828
17	0.01478956
18	0.0135648692
19	0.0125020738
20	0.0115440482
21	0.0106974186
22	0.0099318959
23	0.0092465198
24	0.0086241983
25	0.0080615933
26	0.0075484111
27	0.0070809598
28	0.006652635
29	0.0062600974
30	0.0058988637
31	0.0055661282
32	0.0052587003
33	0.0049742941
34	0.0047105524
35	0.004465634
36	0.0042377463
37	0.0040254096
38	0.0038272295
39	0.0036420139
40	0.0034686592
41	0.0033061998
42	0.00315375
43	0.0030105228
44	0.002875799
45	0.0027489334
46	0.0026293362
47	0.0025164744
48	0.0024098608
49	0.0023090523
50	0.0022136434
51	0.0021232635
52	0.0020375728
53	0.0019562596
54	0.0018790376
55	0.0018056432
56	0.0017358338
57	0.0016693854
58	0.0016060913
59	0.0015457605
60	0.001488216
61	0.0014332939
62	0.0013808422
63	0.0013307198
64	0.0012827954
65	0.001236947
66	0.0011930608
67	0.0011510311
68	0.0011107589
69	0.0010721519
70	0.0010351238
71	0.000999594
72	0.0009654867
73	0.0009327314
74	0.0009012615
75	0.0008710148
76	0.0008419327
77	0.0008139601
78	0.0007870453
79	0.0007611396
80	0.000736197
81	0.0007121742
82	0.0006890304
83	0.0006667269
84	0.0006452274
85	0.0006244972
86	0.0006045039
87	0.0005852164
88	0.0005666055
89	0.0005486435
90	0.000531304
91	0.0005145619
92	0.0004983935
93	0.0004827762
94	0.0004676885
95	0.0004531098
96	0.0004390208
97	0.0004254028
98	0.0004122381
99	0.0003995096
100	0.0003872014
101	0.0003752978
102	0.000363784
103	0.000352646
104	0.0003418702
105	0.0003314436
106	0.0003213537
107	0.0003115886
108	0.0003021369
109	0.0002929875
110	0.00028413
111	0.0002755541
112	0.0002672501
113	0.0002592087
114	0.0002514209
115	0.000243878
116	0.0002365717
117	0.0002294941
118	0.0002226374
119	0.0002159941
120	0.0002095573
121	0.0002033199
122	0.0001972756
123	0.0001914177
124	0.0001857402
125	0.0001802372
126	0.0001749031
127	0.0001697322
128	0.0001647193
129	0.0001598593
130	0.0001551472
131	0.0001505784
132	0.0001461481
133	0.0001418519
134	0.0001376856
135	0.000133645
136	0.0001297261
137	0.000125925
138	0.0001222379
139	0.0001186613
140	0.0001151916
141	0.0001118254
142	0.0001085594
143	0.0001053905
144	0.0001023155
145	9.93314117782002E-005
146	9.64353674081976E-005
147	9.36245332643094E-005
148	9.08961003581883E-005
149	8.82475112962754E-005
150	8.56760879089717E-005
151	8.31793039775245E-005
152	8.07547602053059E-005
153	0.0000784
154	7.61126854537293E-005
155	7.38906169379262E-005
156	7.17314900053296E-005
157	6.96331655227535E-005
158	6.75935063821039E-005
159	6.56104517633391E-005
160	0.000063682
161	0.000061806
162	5.99807794417614E-005
163	5.82042880677159E-005
164	5.64746922455658E-005
165	5.47902131466975E-005
166	0.000053149
167	5.1549669435668E-005
168	4.99901770222185E-005
169	4.84693172345039E-005
170	4.69852672275939E-005
171	4.55368244547744E-005
172	4.41225146713475E-005
173	4.27411369212145E-005
174	4.13913918835227E-005
175	4.00724763098681E-005
176	3.87830673968313E-005
177	3.75226107556688E-005
178	3.62902305079637E-005
179	3.50852989347005E-005
180	3.39073125806614E-005
181	0.000032756
182	0.000031631
183	3.05323486215747E-005
184	2.945979054047E-005
185	2.84135477558569E-005
186	2.7393787346433E-005
187	2.64007013974871E-005
188	2.54346307885818E-005
189	0.000024496
190	0.000023585
191	2.27020963503465E-005
192	2.18476982647329E-005
193	2.1022122146274E-005
194	2.02255120858475E-005
195	1.9458185679436E-005
196	1.87201884141116E-005
197	1.80115412370396E-005
198	1.73321415321905E-005
199	1.66817878794868E-005
200	1.60600562858811E-005
201	1.54665229736233E-005
202	1.49006406037905E-005
203	1.4361639267268E-005
204	1.38487987605124E-005
205	1.33611763023496E-005
206	1.28978045485237E-005
207	1.24576668285033E-005
208	1.20396723879731E-005
209	1.16427306320559E-005
210	1.12656521136465E-005
211	1.0907297028794E-005
212	1.05665752025457E-005
213	1.02422975826038E-005
214	9.9333989755176E-006
215	9.63886378778985E-006
216	9.35760227169586E-006
217	9.08874750383807E-006
218	8.83135838964831E-006
219	8.5845681506565E-006
220	8.34763380963734E-006
221	8.11988668765015E-006
222	7.90055916490988E-006
223	7.6891806362423E-006
224	7.48510730259393E-006
225	7.28794287306183E-006
226	7.09719209814417E-006
227	6.91248348988292E-006
228	6.73351982453541E-006
229	6.55992965982453E-006
230	6.39146530539143E-006
231	6.22792857880711E-006
232	0.000006069
233	5.91469687795738E-006
234	5.76463035595848E-006
235	5.61874836170675E-006
236	0.000005477
237	0.000005339
238	5.20489652584944E-006
239	5.07451390239048E-006
240	4.94772122434026E-006
241	4.82441939356196E-006
242	4.70458355417333E-006
243	0.000004588
244	4.47481453640456E-006
245	4.36475743973255E-006
246	4.25779477349688E-006
247	4.15390170731071E-006
248	4.05292969520465E-006
249	3.95490340325635E-006
250	3.85964955092481E-006
251	3.76719281199098E-006
252	3.67740940145372E-006
253	3.59024976976091E-006
254	3.50559014028093E-006
255	3.42347994239941E-006
256	3.34374592004463E-006
257	3.26636327929676E-006
258	3.19130722891255E-006
259	3.11845400739107E-006
260	3.04777882978122E-006
261	2.97920742538726E-006
262	2.91269027072127E-006
263	2.84815310003837E-006
264	2.78557113676158E-006
265	2.72489486232789E-006
266	0.000002666
267	2.60888811832206E-006
268	2.55350810742846E-006
269	2.4998109878703E-006
270	2.44772250801216E-006
271	2.39721790238945E-006
272	2.34824766350105E-006
273	2.30073754407972E-006
274	2.25471226635508E-006
275	2.21007284270168E-006
276	2.16679451312722E-006
277	2.12480303517587E-006
278	2.08412313439624E-006
279	2.04468056948553E-006
280	2.00642584289696E-006
281	1.96933419939574E-006
282	1.93338088354689E-006
283	1.89854114166622E-006
